,Text,Cluster,top_words,representative_term,top_words_BERT
4484,"d'angelo crew also utilized hip hop production style , often subordinates song structure stable foundation rapper 's delivery flow .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4485,"following voodoos release , d'angelo embarked second international tour support album , voodoo tour .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4486,"d'angelo 's wardrobe tour included tank tops , black leather pants , boots .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4487,"ticket prices ranging $ 49 $ 79 , tour became one attended shows 2000 .",44,"production, company, riverside, first, shakespeare",shakespeare,"films musical, musical film, miss broadway, cast musicians, film little, broadway starring, actors music, produced broadway, stranded theatre, theatre named"
4488,"music video `` untitled ( feel ) '' portrayed d'angelo sex symbol mainstream music audiences , repercussions voodoo tours second half .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4489,"mean , everyone 's insecure , 's insecure level felt though lose play cheerleader .",138,"pg, salt, water, hopkinson, people",pg,"novel goddess, laura silber, goddess lasiren, goddess young, laura, life flee, human characters, describes goddess, goddess, dead tormented"
4490,"interview , questlove also said fully compensated work voodoo , stating `` n't get rest check . ''",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4491,d'angelo dissatisfied direction r & b soul music conceiving album .,71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4492,producer drummer ahmir `` questlove '' thompson issued essay 1999 discussed album 's creation analyzed songs .,71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4493,"interview usa today , d'angelo said album 's title meaning , `` myriad influences found traced blues back deeper history songs sung-in religious [ voodoo ] ceremonies . ''",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4494,"opening track `` playa playa '' features basketball metaphors gospel overtones , accompany track 's slow funk jazz vibe .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4495,"`` left & right '' funky party jam featuring rappers method man redman , exchange verses d'angelo sings song 's verses chorus .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4496,"sparse funk song `` chicken grease '' lyrics advising acting `` uptight '' , features d'angelo referencing line `` know got soul '' eric b . & rakim 's song name ( 1987 ) .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4497,"according questlove , `` root '' , `` spanish joint '' , `` greatdayindamornin ' '' serve `` virtuoso part record '' , featuring intricate technical arrangements , overdubbing , charlie hunter playing electric bass guitar .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4498,"co-written raphael saadiq , `` untitled ( feel ) '' tribute one d'angelo 's primary influences , prince , evokes early controversy period .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4499,"philosophical album closer `` africa '' celebrates d'angelo 's heritage , reaffirming contemporary mission life .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4500,"album 's release preceded several delays , primarily caused folding d'angelo 's former label emi records legal troubles management .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4501,"album 's release date , three singles released , `` devil 's pie '' , `` left & right '' , `` untitled ( feel ) '' , latter making significant commercial impact .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4502,"press release voodoo issued january , discussing album 's experimental edge anticipation release .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4503,release controversial `` untitled ( feel ) '' music video prior album 's release often cited greatest promotional impact .,71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4504,"voodoo received rave reviews contemporary music critics , dubbed `` masterpiece '' d'angelo 's greatest work .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4505,"jazz aficionados already attest , truly classic record one turn switch .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4506,"however , critics found inconsistent .",43,"fred, zelazny, doorways, alien, alice",alien,"fred alien, graduate fred, instructs fred, alien analyst, warp fred, stone fred, fred ph, fred mind, fred, patient fred"
4507,"album debuted number one us billboard 200 chart , selling 320,000 copies first week .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4508,"despite success , voodoo achieve debut album 's sales performance generate single-oriented success d'angelo 's label envisioned .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4509,"album 's third single , `` untitled ( feel ) '' , became greatest chart success , peaking number 25 hot 100 singles number two r & b singles chart .",71,"album, angelo, voodoo, recording, music",vood,"album voodoo, angelo sings, recording voodoo, angelo produced, angelo voice, percussion angelo, voodoos release, voodoo incorporates, angelo label, release angelo"
4510,"january 2009 , morgan tsvangirai announced would leaders across africa insisted join coalition government prime minister nemesis , president robert mugabe .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4511,"2013 mugabe government election economist described `` rigged , '' doubled size civil service embarked `` ..misrule dazzling corruption . '' .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4512,"2016 economy collapsed , nationwide protests took place throughout country finance minister admitted `` right literally nothing . '' .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4513,zimbabwe held presidential election along 2008 parliamentary election 29 march .,115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4514,zimbabwe 's dire economic situation election expected provide president mugabe toughest electoral challenge date .,115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4515,official results announced month first round .,28,"irv, voting, elections, candidates, candidate",candidate,"ballot australian, australian elections, elections australia, australia voter, election methods, voting devised, voting methods, australian political, australia elect, tactical voting"
4516,"recount verification results , zimbabwe electoral commission ( zec ) announced 2 may tsvangirai 47.9 % mugabe 43.2 % , thereby necessitating run-off , held 27 june 2008 .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4517,international reaction second round varied .,28,"irv, voting, elections, candidates, candidate",candidate,"ballot australian, australian elections, elections australia, australia voter, election methods, voting devised, voting methods, australian political, australia elect, tactical voting"
4518,"15 september 2008 , leaders 14-member southern african development community witnessed signing power-sharing agreement , brokered south african leader thabo mbeki .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4519,"november 2008 air force zimbabwe sent , police officers began refusing orders shoot illegal miners marange diamond fields .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4520,country gained official independence zimbabwe 18 april 1980 .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4521,president shagari pledged $ 15 million celebration train zimbabweans zimbabwe expatriates nigeria .,115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4522,mugabe 's government changed capital 's name salisbury harare 18 april 1982 celebration second anniversary independence .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4523,new constitution provided non-executive president head state prime minister head government .,14,"party, centre, government, coalition, elections",party,"korean leader, korean dictator, 1937 election, 1930 elections, resignation korean, 1952 general, elections 1949, leader chang, elections 1926, korea democrat"
4524,"prime minister mugabe kept peter walls , head army , government put charge integrating zimbabwe people 's revolutionary army ( zipra ) , zimbabwe african national liberation army ( zanla ) , rhodesian army .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4525,minister information nathan shamuyarira said government would `` held ransom racial misfits '' told `` europeans accept new order pack bags . '',115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4526,ethnic divisions soon came back forefront national politics .,116,"catholic, church, new, catholics, germany","catholics,","german catholics, church nazi, oppose nazis, german banking, politics germans, nazi germany, germany passed, germany failing, nazis, fascist"
4527,"unsettled security situation immediately independence democratic sentiments , government kept force `` state emergency '' .",37,"nuclear, weapons, first, united, states",nuclear,"weapons developed, defense budget, iraq used, missile used, developments weapons, weapons 1998, proliferation weapons, 1960 fiscal, mass destruction, missiles came"
4528,"zanu-pf increased majority 1985 elections , winning 67 100 seats .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4529,"elections march 1990 resulted another overwhelming victory mugabe party , 117 120 election seats .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4530,"1990s students , trade unionists , workers often demonstrated express discontent government .",2,"killed, people, city, new, earthquake",quake,"earthquake deaths, buildings damaged, terrorists bombed, injured explosion, explosion killed, numerous disasters, explosion ripped, buildings destruction, airplane crashed, crash navy"
4531,9 december 1997 national strike paralysed country .,2,"killed, people, city, new, earthquake",quake,"earthquake deaths, buildings damaged, terrorists bombed, injured explosion, explosion killed, numerous disasters, explosion ripped, buildings destruction, airplane crashed, crash navy"
4532,"although many whites left zimbabwe independence , mainly neighbouring south africa , remained continued wield disproportionate control sectors economy , especially agriculture .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4533,economy run along corporatist lines strict governmental controls aspects economy .,65,"united, states, federal, war, act",act,"crisis hoover, 1917 overwhelmed, states cut, hoover moratorium, 1914 fear, 1931 proposal, demands federal, moratorium 1931, 1917, spring 1917"
4534,prior arrival bantu speakers present-day zimbabwe region populated ancestors san people present region first bantu-speaking farmers arrived bantu expansion around 2000 years ago .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4535,"bantu speakers makers early iron age pottery belonging silver leaves matola tradition , third fifth centuries a.d. , found southeast zimbabwe .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4536,later phase gokomere culture zhizo southern zimbabwe .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4537,"pottery belonging western stream bantu expansion ( sometimes called kalundu ) found sites northeastern zimbabwe , dated seventh century .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4538,evidence ancestral shona speakers came south africa ceramic styles associated shona speakers zimbabwe thirteenth seventeenth centuries traced back western stream ( kalunndu ) pottery styles south africa .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4539,"although western stream kalundu tradition ancestral shona ceramic wares , closest relationships ancestral shona language according many linguists southern division eastern bantu - languages southeastern languages ( nguni , sotho-tswana , tsonga ) , nyasa makwa .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4540,shona speaking people moved present day zimbabwe many different dialects developed time different parts country .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4541,believed kalanga speaking societies first emerged middle limpopo valley 9th century moving zimbabwean highlands .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4542,"losing remaining south african lands 1840 , mzilikazi tribe permanently settled southwest present-day zimbabwe became known matabeleland , establishing bulawayo capital .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4543,"however , zimbabwe began experiencing period considerable political economic upheaval 1999 .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4544,"mdc 's first opportunity test opposition mugabe government came february 2000 , referendum held draft constitution proposed government .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4545,"parliamentary elections held june 2000 marred localised violence , claims electoral irregularities government intimidation opposition supporters .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4546,august 2006 runaway inflation forced government replace existing currency revalued one .,109,"project, venture, joint, vft, august",venture,"venture ceased, 1990 vft, venture announced, vft project, joint venture, 1987 joint, million vft, venture, vft joint, venture partners"
4547,morgan tsvangirai badly beaten 12 march 2007 arrested held machipisa police station highfield suburb harare .,115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4548,economy shrunk 50 % 2000 2007 .,109,"project, venture, joint, vft, august",venture,"venture ceased, 1990 vft, venture announced, vft project, joint venture, 1987 joint, million vft, venture, vft joint, venture partners"
4549,country used one africa 's richest one poorest .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4550,"regime managed cling power creating wealthy enclaves government ministers , senior party members .",38,"de, spanish, crown, new, spain",de,"colonies mexico, spanish missionary, mexico established, annexation mexico, méxico 1591, 1834 mexican, established conquistador, mexican war, founding spanish, san miguel"
4551,zimbabwe 's bakeries shut october 2007 supermarkets warned would bread foreseeable future due collapse wheat production seizure white-owned farms .,67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4552,"8 december 2007 , mugabe attended meeting eu african leaders lisbon , prompting uk prime minister gordon brown decline attend .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4553,"educational system zimbabwe regarded among best africa , gone crisis country 's economic meltdown .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4554,"divisions within opposition mdc begun fester early decade , morgan tsvangirai ( president mdc ) lured government sting operation videotaped talking mr. mugabe 's removal power .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4555,"internal party inquiry later established aides tsvangirai tolerated , endorsed , violence .",115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4556,senate elections approached opposition splits occurred .,14,"party, centre, government, coalition, elections",party,"korean leader, korean dictator, 1937 election, 1930 elections, resignation korean, 1952 general, elections 1949, leader chang, elections 1926, korea democrat"
4557,may 2005 government began operation murambatsvina .,115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4558,"human rights watch said evictions disrupted treatment people hiv/aids country 3,000 die disease week 1.3 million children orphaned .",6,"child, sexual, abuse, children, offenders",abuse,"exploitation children, child abuse, victimization adults, abuse children, sexual exploitation, adult victimizes, child protection, victimizes minor, exploitation sexual, children threatening"
4559,september 2005 mugabe signed constitutional amendments reinstituted national senate ( abolished 1987 ) nationalised land .,115,"government, mugabe, police, opposition, minister",mugabe,"force zimbabwe, african leader, mugabe government, minister kwame, leaders africa, african leaders, mugabe removal, nigeria disarmed, minister mugabe, opposition mugabe"
4560,"1880s , british arrived cecil rhodes 's british south africa company .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4561,"shona staged unsuccessful revolts ( known chimurenga ) encroachment upon lands , clients bsac cecil rhodes 1896 1897 .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4562,"southern rhodesia became self-governing british colony october 1923 , subsequent 1922 referendum .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4563,"1953 , face african opposition , britain consolidated two colonies rhodesia nyasaland ( malawi ) ill-fated federation rhodesia nyasaland dominated southern rhodesia .",67,"zimbabwe, africa, country, shona, independence",zimbabwe,"zimbabwe pottery, zimbabwe began, zimbabwe known, northeastern zimbabwe, southern zimbabwe, zimbabwe later, southeast zimbabwe, zimbabwe independence, independence zimbabwe, speakers zimbabwe"
4564,style eldest surviving daughter king .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4565,"princess christine marie france ( 1606-1663 ) , second daughter henry iv marie de ' medici .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4566,"princess marie-thérèse france ( 1667-1672 ) , daughter louis xiv queen live beyond infancy .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4567,"princess marie louise élisabeth france ( 1727-1759 ) , eldest daughter louis xv queen , maria leszczyńska ( 1703-1768 ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4568,"princess marie-thérèse france ( 1746-1748 ) eldest daughter louis , dauphin france ( 1729-1765 ) first wife infanta maria teresa rafaela spain ( 1726-1746 ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4569,"princess marie-thérèse charlotte france , eldest daughter louis xvi marie antoinette .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4570,"death , 1672 , marie-thérèse france , longest living daughter louis xiv queen , birth , 1727 , louise élisabeth france , eldest daughter louis xv , legitimate daughters french king .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4571,petit-fils de france ( `` grandson france '' ) .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4572,"petits-enfants de france , like enfants de france , entitled addressed son altesse royale ( `` his/her royal highness '' ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4573,"yet hosts , offered armchairs foreign monarchs-whom addressed monseigneur rather `` sire '' .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4574,"entering town , greeted presentation arms royal garrison , firing cannon , delegation local officials .",121,"governor, court, town, royal, described",king of the,"sir francis, francis drake, 1706 governor, governor charles, thomas hinckley, governor plymouth, hinckley 1618, 1692, governor general, politician assassinated"
4575,style wife monsieur .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4576,"marguerite lorraine ( 1615-1672 ) , second wife gaston .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4577,"henrietta england ( 1644-1670 ) , first wife king louis xiv 's younger brother , philippe , duke orléans , ( monsieur ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4578,"elisabeth charlotte , princess palatine ( 1652-1722 ) , second wife philippe , duc d'orléans ( monsieur ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4579,"marie joséphine savoy ( 1753-1810 ) , wife count provence , future louis xviii .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4580,form address dauphin .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4581,"louis de france , ( 1682-1712 ) , son preceding , became dauphin 1711 , informally known le petit dauphin .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4582,"another way addressing le grand dauphin , legitimate son louis xiv .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4583,style dynastic wife dauphin .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4584,"infanta maria teresa rafaela spain ( 1726-1746 ) , first wife louis ( 1729-1765 ) , son louis xv , held style till death age twenty-one .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4585,"duchess maria josefa saxony ( 1731-1767 ) , second wife dauphin louis , mother louis xvi ( 1754-1793 ) , louis xviii ( 1755-1824 ) charles x ( 1757-1836 ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
